Participant,Item,List,Trial,Prime,Response
74,22,14,116,standard,1
74,22,14,52,other,1
75,22,15,1,slang,1
76,22,1,87,standard,0
77,22,2,46,other,0
78,22,3,78,slang,1
79,22,4,116,standard,1
79,22,4,70,other,0
81,22,6,87,standard,0
83,22,8,78,slang,0
84,22,9,116,standard,0
84,22,9,52,other,0
85,22,10,1,slang,1
86,22,11,87,standard,0
87,22,12,46,other,1
88,22,13,78,slang,0
89,22,14,116,standard,0
89,22,14,52,other,0
90,22,15,1,slang,1
91,22,1,87,standard,0
92,22,2,46,other,1
93,22,3,78,slang,1
94,22,4,116,standard,0
94,22,4,70,other,1
95,22,5,1,slang,1
96,22,6,87,standard,1
97,22,7,46,other,1
98,22,8,78,slang,0
99,22,9,116,standard,1
99,22,9,52,other,1
100,22,10,1,slang,1
102,22,12,46,other,1
104,22,14,116,standard,0
104,22,14,52,other,0
105,22,15,1,slang,1
106,22,1,87,standard,0
107,22,2,46,other,1
108,22,3,78,slang,0
109,22,4,116,standard,1
109,22,4,70,other,1
110,22,5,1,slang,1
111,22,6,87,standard,1
112,22,6,87,standard,0
113,22,7,46,other,1
114,22,8,78,slang,0
115,22,9,116,standard,0
115,22,9,52,other,0
116,22,10,1,slang,1
117,22,11,87,standard,0
118,22,12,46,other,1
119,22,13,78,slang,1
120,22,14,116,standard,1
120,22,14,52,other,1
122,22,1,87,standard,0
123,22,2,46,other,1
124,22,3,78,slang,0
125,22,4,116,standard,0
125,22,4,70,other,1
127,22,6,87,standard,0
128,22,7,46,other,1
129,22,8,78,slang,1
130,22,9,116,standard,0
130,22,9,52,other,0
131,22,10,1,slang,1
132,22,11,87,standard,0
133,22,12,46,other,1
135,22,14,116,standard,0
135,22,14,52,other,0
137,22,1,87,standard,0
138,22,2,46,other,1
139,22,3,78,slang,1
140,22,4,116,standard,0
140,22,4,70,other,0
141,22,5,1,slang,0
142,22,6,87,standard,0
143,22,7,46,other,1
145,22,9,116,standard,0
145,22,9,52,other,0
146,22,10,1,slang,1
147,22,11,87,standard,1
148,22,6,87,standard,0
149,22,13,78,slang,0
150,22,13,78,slang,1
151,22,14,116,standard,0
151,22,14,52,other,0
152,22,15,1,slang,1
153,22,1,87,standard,0
154,22,2,46,other,1
155,22,3,78,slang,0
156,22,5,1,slang,1
157,22,5,1,slang,0
158,22,6,87,standard,0
159,22,7,46,other,1
160,22,8,78,slang,0
161,22,9,116,standard,0
161,22,9,52,other,0
162,22,10,1,slang,1
163,22,11,87,standard,0
164,22,12,46,other,1
165,22,13,78,slang,1
166,22,14,116,standard,0
166,22,14,52,other,0
NA,22,9,116,standard,NA
NA,22,9,52,other,NA
1,23,1,18,other,0
5,23,5,99,standard,0
6,23,6,18,other,1
8,23,8,49,standard,0
10,23,10,99,standard,0
11,23,11,18,other,1
12,23,12,38,slang,1
13,23,13,49,standard,1
15,23,15,99,standard,0
16,23,3,49,standard,1
17,23,2,38,slang,1
18,23,1,18,other,1
19,23,4,1,slang,1
20,23,5,99,standard,1
21,23,6,18,other,1
22,23,7,38,slang,1
23,23,8,49,standard,1
25,23,10,99,standard,1
26,23,11,18,other,1
27,23,12,38,slang,1
28,23,13,49,standard,1
29,23,14,1,slang,1
30,23,15,99,standard,0
31,23,1,18,other,1
32,23,2,38,slang,1
33,23,3,49,standard,0
34,23,4,1,slang,1
35,23,5,99,standard,0
36,23,6,18,other,0
37,23,7,38,slang,0
38,23,8,49,standard,1
39,23,9,1,slang,1
40,23,10,99,standard,1
41,23,11,18,other,1
42,23,12,38,slang,1
43,23,13,49,standard,1
44,23,14,1,slang,1
45,23,15,99,standard,1
46,23,1,18,other,1
47,23,2,38,slang,1
48,23,3,49,standard,0
49,23,4,1,slang,0
50,23,5,99,standard,0
51,23,11,18,other,1
52,23,7,38,slang,0
53,23,8,49,standard,1
55,23,10,99,standard,1
56,23,6,18,other,0
57,23,12,38,slang,0
58,23,13,49,standard,0
59,23,14,1,slang,1
60,23,15,99,standard,0
61,23,1,18,other,1
62,23,2,38,slang,1
63,23,3,49,standard,1
64,23,4,1,slang,0
65,23,5,99,standard,1
66,23,6,18,other,0
67,23,7,38,slang,0
68,23,8,49,standard,1
69,23,9,1,slang,1
70,23,10,99,standard,1
71,23,11,18,other,0
72,23,12,38,slang,1
73,23,13,49,standard,0
74,23,14,1,slang,1
75,23,15,99,standard,0
76,23,1,18,other,0
77,23,2,38,slang,1
78,23,3,49,standard,1
79,23,4,1,slang,1
80,23,5,99,standard,0
81,23,6,18,other,0
82,23,7,38,slang,1
83,23,8,49,standard,0
84,23,9,1,slang,1
85,23,10,99,standard,0
86,23,11,18,other,1
87,23,12,38,slang,1
88,23,13,49,standard,0
89,23,14,1,slang,1
90,23,15,99,standard,1
91,23,1,18,other,0
92,23,2,38,slang,NA
93,23,3,49,standard,0
94,23,4,1,slang,1
95,23,5,99,standard,0
96,23,6,18,other,1
97,23,7,38,slang,0
98,23,8,49,standard,0
99,23,9,1,slang,1
100,23,10,99,standard,0
102,23,12,38,slang,0
103,23,11,18,other,1
104,23,14,1,slang,0
105,23,15,99,standard,0
106,23,1,18,other,1
107,23,2,38,slang,1
108,23,3,49,standard,0
109,23,4,1,slang,1
110,23,5,99,standard,0
111,23,6,18,other,1
112,23,6,18,other,1
113,23,7,38,slang,1
114,23,8,49,standard,1
115,23,9,1,slang,0
116,23,10,99,standard,0
118,23,12,38,slang,1
119,23,13,49,standard,0
120,23,14,1,slang,0
122,23,1,18,other,0
123,23,2,38,slang,1
124,23,3,49,standard,0
125,23,4,1,slang,1
126,23,5,99,standard,1
127,23,6,18,other,0
128,23,7,38,slang,1
129,23,8,49,standard,0
130,23,9,1,slang,1
131,23,10,99,standard,1
132,23,11,18,other,0
133,23,12,38,slang,1
135,23,14,1,slang,0
137,23,1,18,other,0
138,23,2,38,slang,1
139,23,3,49,standard,0
140,23,4,1,slang,1
141,23,5,99,standard,0
142,23,6,18,other,1
143,23,7,38,slang,0
145,23,9,1,slang,0
146,23,10,99,standard,0
147,23,11,18,other,1
148,23,6,18,other,1
149,23,13,49,standard,0
150,23,13,49,standard,1
151,23,14,1,slang,0
152,23,15,99,standard,1
153,23,1,18,other,1
154,23,2,38,slang,1
155,23,3,49,standard,0
156,23,5,99,standard,0
157,23,5,99,standard,0
158,23,6,18,other,1
159,23,7,38,slang,1
160,23,8,49,standard,0
161,23,9,1,slang,0
162,23,10,99,standard,0
164,23,12,38,slang,1
165,23,13,49,standard,1
166,23,14,1,slang,1
NA,23,9,1,slang,NA
1,24,1,120,slang,0
4,24,4,120,standard,0
5,24,5,49,other,0
6,24,6,120,slang,0
8,24,8,55,slang,1
8,24,8,52,other,0
10,24,10,49,other,0
11,24,11,120,slang,1
12,24,12,55,standard,0
13,24,13,55,slang,1
13,24,13,52,other,0
14,24,14,120,standard,0
15,24,15,49,other,0
16,24,3,55,slang,1
16,24,3,52,other,0
17,24,2,55,standard,0
18,24,1,120,slang,1
19,24,4,120,standard,0
20,24,5,49,other,0
21,24,6,120,slang,1
22,24,7,55,standard,1
23,24,8,55,slang,1
23,24,8,52,other,0
24,24,9,120,standard,1
25,24,10,49,other,1
26,24,11,120,slang,1
27,24,12,55,standard,1
28,24,13,55,slang,0
28,24,13,52,other,0
29,24,14,120,standard,1
30,24,15,49,other,1
31,24,1,120,slang,1
32,24,2,55,standard,0
33,24,3,55,slang,1
33,24,3,52,other,0
34,24,4,120,standard,0
35,24,5,49,other,1
36,24,6,120,slang,0
37,24,7,55,standard,1
38,24,8,55,slang,1
38,24,8,52,other,1
39,24,9,120,standard,0
40,24,10,49,other,1
41,24,11,120,slang,1
42,24,12,55,standard,0
43,24,13,55,slang,1
43,24,13,52,other,0
44,24,14,120,standard,1
45,24,15,49,other,1
46,24,1,120,slang,1
47,24,2,55,standard,1
48,24,3,55,slang,1
48,24,3,52,other,1
49,24,4,120,standard,0
50,24,5,49,other,1
51,24,11,120,slang,0
52,24,7,55,standard,0
53,24,8,55,slang,1
53,24,8,52,other,1
55,24,10,49,other,1
56,24,6,120,slang,0
57,24,12,55,standard,0
58,24,13,55,slang,1
58,24,13,52,other,0
59,24,14,120,standard,1
60,24,15,49,other,0
61,24,1,120,slang,1
62,24,2,55,standard,0
63,24,3,55,slang,0
63,24,3,52,other,0
64,24,4,120,standard,0
65,24,5,49,other,1
66,24,6,120,slang,0
67,24,7,55,standard,0
68,24,8,55,slang,1
68,24,8,52,other,1
69,24,9,120,standard,0
70,24,10,49,other,0
71,24,11,120,slang,1
72,24,12,55,standard,1
73,24,13,55,slang,0
73,24,13,52,other,0
74,24,14,120,standard,1
75,24,15,49,other,0
76,24,1,120,slang,0
77,24,2,55,standard,0
78,24,3,55,slang,1
78,24,3,52,other,0
79,24,4,120,standard,0
80,24,5,49,other,0
81,24,6,120,slang,0
82,24,7,55,standard,0
83,24,8,55,slang,0
83,24,8,52,other,0
84,24,9,120,standard,0
85,24,10,49,other,0
86,24,11,120,slang,1
87,24,12,55,standard,1
88,24,13,55,slang,0
88,24,13,52,other,0
89,24,14,120,standard,0
90,24,15,49,other,0
91,24,1,120,slang,0
92,24,2,55,standard,0
93,24,3,55,slang,1
93,24,3,52,other,1
94,24,4,120,standard,1
95,24,5,49,other,0
96,24,6,120,slang,1
97,24,7,55,standard,0
98,24,8,55,slang,0
98,24,8,52,other,0
99,24,9,120,standard,0
100,24,10,49,other,0
102,24,12,55,standard,0
103,24,11,120,slang,1
104,24,14,120,standard,1
105,24,15,49,other,0
106,24,1,120,slang,1
107,24,2,55,standard,0
108,24,3,55,slang,1
108,24,3,52,other,0
109,24,4,120,standard,1
110,24,5,49,other,0
111,24,6,120,slang,1
112,24,6,120,slang,0
113,24,7,55,standard,1
114,24,8,55,slang,0
114,24,8,52,other,0
115,24,9,120,standard,0
116,24,10,49,other,0
117,24,11,120,slang,0
118,24,12,55,standard,0
119,24,13,55,slang,0
119,24,13,52,other,0
120,24,14,120,standard,0
121,24,15,49,other,0
122,24,1,120,slang,0
123,24,2,55,standard,1
124,24,3,55,slang,0
124,24,3,52,other,0
125,24,4,120,standard,0
127,24,6,120,slang,1
128,24,7,55,standard,1
129,24,8,55,slang,1
129,24,8,52,other,0
130,24,9,120,standard,0
131,24,10,49,other,1
132,24,11,120,slang,0
133,24,12,55,standard,0
135,24,14,120,standard,1
136,24,15,49,other,0
137,24,1,120,slang,1
138,24,2,55,standard,1
139,24,3,55,slang,1
139,24,3,52,other,0
140,24,4,120,standard,1
142,24,6,120,slang,0
143,24,7,55,standard,1
145,24,9,120,standard,0
146,24,10,49,other,1
147,24,11,120,slang,1
148,24,6,120,slang,0
149,24,13,55,slang,0
149,24,13,52,other,0
150,24,13,55,slang,1
150,24,13,52,other,0
151,24,14,120,standard,0
152,24,15,49,other,0
153,24,1,120,slang,1
154,24,2,55,standard,1
155,24,3,55,slang,0
155,24,3,52,other,0
156,24,5,49,other,1
157,24,5,49,other,0
158,24,6,120,slang,0
159,24,7,55,standard,0
160,24,8,55,slang,0
160,24,8,52,other,0
161,24,9,120,standard,0
162,24,10,49,other,0
163,24,11,120,slang,1
164,24,12,55,standard,0
165,24,13,55,slang,1
165,24,13,52,other,1
166,24,14,120,standard,0
NA,24,9,120,standard,NA
1,25,1,116,standard,0
3,25,1,116,standard,0
4,25,4,5,other,0
5,25,5,106,slang,0
5,25,5,52,other,0
6,25,6,116,standard,0
8,25,8,59,standard,1
10,25,10,106,slang,1
10,25,10,52,other,0
11,25,11,116,standard,0
12,25,12,25,slang,1
13,25,13,59,standard,1
15,25,15,106,slang,0
15,25,15,52,other,0
16,25,3,59,standard,1
17,25,2,31,other,0
18,25,1,116,standard,0
19,25,4,5,other,1
20,25,5,106,slang,1
20,25,5,52,other,0
21,25,6,116,standard,1
22,25,7,31,other,1
23,25,8,59,standard,0
25,25,10,106,slang,1
25,25,10,52,other,1
26,25,11,116,standard,0
27,25,12,25,slang,1
28,25,13,59,standard,1
29,25,14,5,other,1
30,25,15,106,slang,1
30,25,15,52,other,1
31,25,1,116,standard,1
32,25,2,31,other,0
33,25,3,59,standard,0
35,25,5,106,slang,1
35,25,5,52,other,1
36,25,6,116,standard,0
37,25,7,25,slang,1
37,25,7,31,other,0
38,25,8,59,standard,1
40,25,10,106,slang,1
40,25,10,52,other,1
41,25,11,116,standard,0
42,25,12,25,slang,0
43,25,13,59,standard,1
44,25,14,5,other,1
45,25,15,106,slang,1
45,25,15,52,other,1
46,25,1,116,standard,1
47,25,2,25,slang,1
47,25,2,31,other,0
48,25,3,59,standard,0
49,25,4,5,other,0
50,25,5,52,other,1
51,25,11,116,standard,0
52,25,7,25,slang,0
52,25,7,31,other,0
53,25,8,59,standard,1
55,25,10,106,slang,1
55,25,10,52,other,1
56,25,6,116,standard,0
57,25,12,25,slang,0
58,25,13,59,standard,0
59,25,14,5,other,1
60,25,15,106,slang,0
60,25,15,52,other,1
61,25,1,116,standard,0
62,25,2,25,slang,1
63,25,3,59,standard,1
64,25,4,5,other,0
65,25,5,106,slang,1
65,25,5,52,other,1
66,25,6,116,standard,0
67,25,7,25,slang,1
67,25,7,31,other,0
70,25,10,106,slang,1
70,25,10,52,other,1
71,25,11,116,standard,1
73,25,13,59,standard,0
75,25,15,106,slang,0
75,25,15,52,other,1
76,25,1,116,standard,0
77,25,2,25,slang,0
77,25,2,31,other,0
79,25,4,5,other,1
80,25,5,106,slang,0
81,25,6,116,standard,0
83,25,8,59,standard,0
84,25,9,5,other,0
85,25,10,106,slang,1
85,25,10,52,other,0
86,25,11,116,standard,1
87,25,12,25,slang,0
88,25,13,59,standard,0
90,25,15,106,slang,1
90,25,15,52,other,1
91,25,1,116,standard,0
92,25,2,25,slang,1
92,25,2,31,other,1
93,25,3,59,standard,0
94,25,4,5,other,0
95,25,5,106,slang,0
95,25,5,52,other,0
96,25,6,116,standard,1
97,25,7,25,slang,0
97,25,7,31,other,0
98,25,8,59,standard,1
99,25,9,5,other,1
100,25,10,106,slang,1
100,25,10,52,other,0
102,25,12,25,slang,0
103,25,11,116,standard,1
104,25,14,5,other,1
105,25,15,106,slang,1
105,25,15,52,other,0
106,25,1,116,standard,0
107,25,2,25,slang,1
107,25,2,31,other,0
108,25,3,59,standard,0
109,25,4,5,other,1
110,25,5,106,slang,0
110,25,5,52,other,1
111,25,6,116,standard,1
112,25,6,116,standard,1
113,25,7,31,other,1
114,25,8,59,standard,0
115,25,9,5,other,0
116,25,10,106,slang,0
116,25,10,52,other,1
117,25,11,116,standard,0
118,25,12,25,slang,1
119,25,13,59,standard,0
120,25,14,5,other,1
121,25,15,106,slang,1
121,25,15,52,other,0
122,25,1,116,standard,0
123,25,2,25,slang,1
123,25,2,31,other,1
124,25,3,59,standard,0
125,25,4,5,other,1
126,25,5,106,slang,1
127,25,6,116,standard,0
128,25,7,25,slang,0
128,25,7,31,other,0
129,25,8,59,standard,0
130,25,9,5,other,0
131,25,10,106,slang,1
131,25,10,52,other,0
132,25,11,116,standard,0
133,25,12,25,slang,0
135,25,14,5,other,1
137,25,1,116,standard,0
138,25,2,25,slang,1
138,25,2,31,other,1
139,25,3,59,standard,1
140,25,4,5,other,1
141,25,5,106,slang,1
141,25,5,52,other,1
142,25,6,116,standard,1
143,25,7,31,other,0
145,25,9,5,other,0
146,25,10,106,slang,1
146,25,10,52,other,0
147,25,11,116,standard,0
148,25,6,116,standard,1
149,25,13,59,standard,0
150,25,13,59,standard,0
151,25,14,5,other,0
152,25,15,106,slang,1
152,25,15,52,other,0
153,25,1,116,standard,0
154,25,2,31,other,0
155,25,3,59,standard,0
156,25,5,106,slang,1
156,25,5,52,other,0
157,25,5,106,slang,1
157,25,5,52,other,0
158,25,6,116,standard,0
159,25,7,31,other,0
160,25,8,59,standard,0
161,25,9,5,other,0
162,25,10,106,slang,1
162,25,10,52,other,0
163,25,11,116,standard,0
164,25,12,25,slang,1
165,25,13,59,standard,1
166,25,14,5,other,0
NA,25,9,5,other,NA
1,26,1,78,slang,0
3,26,1,78,slang,0
4,26,4,99,slang,0
4,26,4,84,other,0
5,26,5,95,standard,0
6,26,6,78,slang,0
8,26,8,116,other,0
10,26,10,95,standard,0
11,26,11,78,slang,0
12,26,12,112,standard,0
13,26,13,116,other,0
14,26,14,99,slang,0
14,26,14,84,other,1
15,26,15,95,standard,0
16,26,3,116,other,1
17,26,2,112,standard,0
18,26,1,78,slang,1
19,26,4,99,slang,0
19,26,4,84,other,1
20,26,5,95,standard,1
21,26,6,78,slang,1
22,26,7,112,standard,1
23,26,8,116,other,1
24,26,9,99,slang,0
25,26,10,95,standard,0
26,26,11,78,slang,1
27,26,12,112,standard,1
28,26,13,116,other,1
29,26,14,99,slang,1
29,26,14,84,other,NA
30,26,15,95,standard,0
31,26,1,78,slang,0
32,26,2,112,standard,0
33,26,3,116,other,1
34,26,4,99,slang,1
34,26,4,84,other,0
35,26,5,95,standard,0
36,26,6,78,slang,0
37,26,7,112,standard,1
38,26,8,116,other,0
39,26,9,99,slang,1
39,26,9,84,other,1
40,26,10,95,standard,0
41,26,11,78,slang,1
42,26,12,112,standard,0
43,26,13,116,other,1
44,26,14,99,slang,1
44,26,14,84,other,1
45,26,15,95,standard,0
46,26,1,78,slang,0
47,26,2,112,standard,0
48,26,3,116,other,1
49,26,4,99,slang,0
49,26,4,84,other,0
50,26,5,95,standard,0
51,26,11,78,slang,1
52,26,7,112,standard,0
55,26,10,95,standard,0
56,26,6,78,slang,1
57,26,12,112,standard,0
58,26,13,116,other,0
59,26,14,99,slang,1
60,26,15,95,standard,0
61,26,1,78,slang,1
62,26,2,112,standard,1
64,26,4,99,slang,0
64,26,4,84,other,0
65,26,5,95,standard,0
66,26,6,78,slang,1
67,26,7,112,standard,0
69,26,9,99,slang,1
69,26,9,84,other,1
70,26,10,95,standard,1
71,26,11,78,slang,1
72,26,12,112,standard,0
73,26,13,116,other,0
74,26,14,99,slang,1
74,26,14,84,other,1
75,26,15,95,standard,0
76,26,1,78,slang,0
77,26,2,112,standard,0
78,26,3,116,other,0
79,26,4,99,slang,0
79,26,4,84,other,0
80,26,5,95,standard,0
81,26,6,78,slang,0
83,26,8,116,other,0
84,26,9,99,slang,1
84,26,9,84,other,0
85,26,10,95,standard,0
86,26,11,78,slang,0
87,26,12,112,standard,0
88,26,13,116,other,0
89,26,14,99,slang,0
89,26,14,84,other,0
90,26,15,95,standard,1
91,26,1,78,slang,0
92,26,2,112,standard,1
93,26,3,116,other,1
94,26,4,99,slang,1
94,26,4,84,other,1
95,26,5,95,standard,0
96,26,6,78,slang,1
97,26,7,112,standard,0
98,26,8,116,other,0
99,26,9,99,slang,1
99,26,9,84,other,1
100,26,10,95,standard,0
102,26,12,112,standard,1
103,26,11,78,slang,1
104,26,14,99,slang,1
104,26,14,84,other,1
105,26,15,95,standard,0
106,26,1,78,slang,0
107,26,2,112,standard,0
108,26,3,116,other,1
109,26,4,99,slang,1
110,26,5,95,standard,0
111,26,6,78,slang,1
112,26,6,78,slang,1
113,26,7,112,standard,1
114,26,8,116,other,1
115,26,9,99,slang,0
115,26,9,84,other,0
116,26,10,95,standard,0
118,26,12,112,standard,0
119,26,13,116,other,0
120,26,14,99,slang,1
120,26,14,84,other,1
122,26,1,78,slang,0
123,26,2,112,standard,1
124,26,3,116,other,1
125,26,4,84,other,1
126,26,5,95,standard,0
127,26,6,78,slang,0
128,26,7,112,standard,1
129,26,8,116,other,0
130,26,9,99,slang,1
130,26,9,84,other,0
131,26,10,95,standard,0
132,26,11,78,slang,0
133,26,12,112,standard,1
135,26,14,99,slang,1
137,26,1,78,slang,1
138,26,2,112,standard,1
139,26,3,116,other,0
140,26,4,99,slang,0
140,26,4,84,other,0
141,26,5,95,standard,0
142,26,6,78,slang,1
143,26,7,112,standard,0
145,26,9,99,slang,1
146,26,10,95,standard,0
147,26,11,78,slang,1
148,26,6,78,slang,1
149,26,13,116,other,1
150,26,13,116,other,1
151,26,14,99,slang,0
151,26,14,84,other,0
152,26,15,95,standard,0
154,26,2,112,standard,1
155,26,3,116,other,0
156,26,5,95,standard,0
157,26,5,95,standard,0
158,26,6,78,slang,1
159,26,7,112,standard,0
160,26,8,116,other,0
161,26,9,99,slang,1
161,26,9,84,other,0
162,26,10,95,standard,1
163,26,11,78,slang,0
164,26,12,112,standard,1
165,26,13,116,other,1
166,26,14,99,slang,1
166,26,14,84,other,0
NA,26,9,99,slang,NA
NA,26,9,84,other,NA
1,27,1,14,standard,0
1,27,1,52,other,0
3,27,1,14,standard,1
3,27,1,52,other,1
4,27,4,22,standard,0
5,27,5,14,slang,1
6,27,6,14,standard,1
6,27,6,52,other,1
8,27,8,38,slang,1
10,27,10,14,slang,0
11,27,11,14,standard,1
11,27,11,70,other,0
12,27,12,52,other,0
12,27,12,63,other,0
13,27,13,38,slang,1
14,27,14,22,standard,0
15,27,15,14,slang,1
16,27,3,38,slang,1
17,27,2,63,other,0
18,27,1,14,standard,1
18,27,1,52,other,1
19,27,4,22,standard,0
20,27,5,14,slang,1
21,27,6,14,standard,0
21,27,6,52,other,1
22,27,7,63,other,1
23,27,8,38,slang,1
24,27,9,22,standard,1
25,27,10,14,slang,1
26,27,11,14,standard,1
26,27,11,70,other,1
27,27,12,63,other,0
27,27,12,52,other,1
28,27,13,38,slang,1
29,27,14,22,standard,1
30,27,15,14,slang,1
31,27,1,14,standard,1
31,27,1,52,other,1
32,27,2,63,other,1
33,27,3,38,slang,1
34,27,4,22,standard,1
35,27,5,14,slang,1
36,27,6,14,standard,0
36,27,6,52,other,0
37,27,7,63,other,1
38,27,8,38,slang,1
39,27,9,22,standard,1
40,27,10,14,slang,1
41,27,11,14,standard,1
41,27,11,70,other,1
42,27,12,52,other,0
42,27,12,63,other,1
43,27,13,38,slang,1
44,27,14,22,standard,1
45,27,15,14,slang,1
46,27,1,14,standard,0
46,27,1,52,other,1
47,27,2,63,other,1
48,27,3,38,slang,1
49,27,4,22,standard,0
50,27,5,14,slang,0
51,27,11,14,standard,0
51,27,11,70,other,0
52,27,7,63,other,0
53,27,8,38,slang,1
55,27,10,14,slang,1
56,27,6,14,standard,0
56,27,6,52,other,0
57,27,12,52,other,0
57,27,12,63,other,0
58,27,13,38,slang,0
60,27,15,14,slang,1
61,27,1,14,standard,1
61,27,1,52,other,0
62,27,2,63,other,1
63,27,3,38,slang,0
64,27,4,22,standard,0
65,27,5,14,slang,1
66,27,6,14,standard,0
66,27,6,52,other,0
67,27,7,63,other,0
69,27,9,22,standard,1
70,27,10,14,slang,1
71,27,11,14,standard,1
71,27,11,70,other,0
72,27,12,52,other,1
72,27,12,63,other,1
73,27,13,38,slang,1
74,27,14,22,standard,1
75,27,15,14,slang,0
76,27,1,14,standard,1
76,27,1,52,other,0
77,27,2,63,other,0
78,27,3,38,slang,1
79,27,4,22,standard,1
81,27,6,14,standard,0
81,27,6,52,other,0
82,27,7,63,other,1
83,27,8,38,slang,0
84,27,9,22,standard,0
85,27,10,14,slang,0
86,27,11,14,standard,1
86,27,11,70,other,0
87,27,12,52,other,1
87,27,12,63,other,1
88,27,13,38,slang,0
89,27,14,22,standard,0
90,27,15,14,slang,1
91,27,1,14,standard,1
91,27,1,52,other,0
92,27,2,63,other,1
93,27,3,38,slang,1
94,27,4,22,standard,1
95,27,5,14,slang,1
96,27,6,14,standard,1
96,27,6,52,other,0
97,27,7,63,other,1
98,27,8,38,slang,1
99,27,9,22,standard,1
100,27,10,14,slang,1
102,27,12,52,other,0
102,27,12,63,other,1
103,27,11,14,standard,1
103,27,11,70,other,0
104,27,14,22,standard,0
105,27,15,14,slang,0
106,27,1,14,standard,0
106,27,1,52,other,0
107,27,2,63,other,1
108,27,3,38,slang,1
109,27,4,22,standard,0
110,27,5,14,slang,1
111,27,6,14,standard,1
111,27,6,52,other,1
112,27,6,14,standard,1
112,27,6,52,other,0
113,27,7,63,other,1
114,27,8,38,slang,0
115,27,9,22,standard,0
116,27,10,14,slang,0
117,27,11,14,standard,1
117,27,11,70,other,1
118,27,12,52,other,1
118,27,12,63,other,1
119,27,13,38,slang,0
120,27,14,22,standard,0
122,27,1,14,standard,0
122,27,1,52,other,0
123,27,2,63,other,1
124,27,3,38,slang,1
125,27,4,22,standard,1
127,27,6,14,standard,0
127,27,6,52,other,0
128,27,7,63,other,1
129,27,8,38,slang,0
130,27,9,22,standard,0
131,27,10,14,slang,1
132,27,11,14,standard,0
132,27,11,70,other,0
133,27,12,52,other,0
133,27,12,63,other,1
135,27,14,22,standard,1
137,27,1,14,standard,0
137,27,1,52,other,0
138,27,2,63,other,1
139,27,3,38,slang,0
140,27,4,22,standard,1
141,27,5,14,slang,0
142,27,6,14,standard,1
142,27,6,52,other,1
143,27,7,63,other,1
145,27,9,22,standard,0
146,27,10,14,slang,1
147,27,11,14,standard,0
147,27,11,70,other,1
148,27,6,52,other,0
149,27,13,38,slang,1
150,27,13,38,slang,1
151,27,14,22,standard,0
152,27,15,14,slang,0
153,27,1,14,standard,0
153,27,1,52,other,0
154,27,2,63,other,1
155,27,3,38,slang,1
156,27,5,14,slang,1
157,27,5,14,slang,1
158,27,6,14,standard,1
158,27,6,52,other,1
159,27,7,63,other,1
160,27,8,38,slang,0
161,27,9,22,standard,1
162,27,10,14,slang,1
163,27,11,14,standard,0
163,27,11,70,other,0
164,27,12,52,other,1
164,27,12,63,other,1
165,27,13,38,slang,1
166,27,14,22,standard,1
NA,27,9,22,standard,NA
1,28,1,34,other,0
3,28,1,34,other,0
4,28,4,25,slang,0
4,28,4,109,other,0
5,28,5,120,standard,0
6,28,6,34,other,1
8,28,8,5,standard,0
8,28,8,70,other,0
10,28,10,120,standard,0
11,28,11,34,other,0
12,28,12,67,slang,1
13,28,13,5,standard,0
13,28,13,70,other,0
14,28,14,25,slang,1
14,28,14,109,other,1
15,28,15,120,standard,0
16,28,3,5,standard,1
16,28,3,70,other,1
17,28,2,67,slang,0
18,28,1,34,other,1
19,28,4,25,slang,0
19,28,4,109,other,0
20,28,5,120,standard,1
21,28,6,34,other,1
22,28,7,67,slang,1
23,28,8,5,standard,1
23,28,8,70,other,1
24,28,9,25,slang,1
24,28,9,109,other,0
25,28,10,120,standard,0
26,28,11,34,other,1
27,28,12,67,slang,1
28,28,13,5,standard,1
28,28,13,70,other,1
29,28,14,25,slang,1
29,28,14,109,other,1
30,28,15,120,standard,0
31,28,1,34,other,1
32,28,2,67,slang,0
33,28,3,5,standard,0
33,28,3,70,other,0
34,28,4,25,slang,0
34,28,4,109,other,0
35,28,5,120,standard,0
36,28,6,34,other,0
37,28,7,67,slang,1
38,28,8,5,standard,1
38,28,8,70,other,1
39,28,9,25,slang,1
39,28,9,109,other,1
40,28,10,120,standard,1
41,28,11,34,other,1
42,28,12,67,slang,1
43,28,13,5,standard,0
43,28,13,70,other,1
44,28,14,25,slang,1
44,28,14,109,other,1
45,28,15,120,standard,0
46,28,1,34,other,1
47,28,2,67,slang,1
48,28,3,5,standard,0
48,28,3,70,other,0
49,28,4,25,slang,1
49,28,4,109,other,0
51,28,11,34,other,0
52,28,7,67,slang,0
53,28,8,70,other,1
55,28,10,120,standard,0
56,28,6,34,other,0
57,28,12,67,slang,0
58,28,13,5,standard,0
58,28,13,70,other,0
59,28,14,25,slang,1
59,28,14,109,other,1
60,28,15,120,standard,0
61,28,1,34,other,1
62,28,2,67,slang,1
63,28,3,5,standard,0
63,28,3,70,other,1
64,28,4,25,slang,0
64,28,4,109,other,0
65,28,5,120,standard,1
66,28,6,34,other,0
67,28,7,67,slang,0
68,28,8,70,other,1
69,28,9,25,slang,1
69,28,9,109,other,1
70,28,10,120,standard,0
71,28,11,34,other,1
72,28,12,67,slang,1
73,28,13,5,standard,0
73,28,13,70,other,0
74,28,14,25,slang,1
74,28,14,109,other,0
75,28,15,120,standard,0
