Participant,Item,List,Trial,Prime,Response
76,28,1,34,other,0
77,28,2,67,slang,0
78,28,3,5,standard,1
78,28,3,70,other,1
79,28,4,25,slang,1
79,28,4,109,other,1
80,28,5,120,standard,0
81,28,6,34,other,0
82,28,7,67,slang,0
83,28,8,5,standard,0
83,28,8,70,other,0
84,28,9,25,slang,0
84,28,9,109,other,0
85,28,10,120,standard,0
86,28,11,34,other,1
87,28,12,67,slang,0
88,28,13,70,other,0
89,28,14,25,slang,0
89,28,14,109,other,0
90,28,15,120,standard,1
91,28,1,34,other,0
92,28,2,67,slang,NA
93,28,3,5,standard,0
93,28,3,70,other,1
94,28,4,25,slang,1
94,28,4,109,other,1
95,28,5,120,standard,0
96,28,6,34,other,0
97,28,7,67,slang,1
98,28,8,5,standard,0
98,28,8,70,other,0
99,28,9,25,slang,1
99,28,9,109,other,1
100,28,10,120,standard,1
101,28,11,34,other,0
102,28,12,67,slang,1
103,28,11,34,other,1
104,28,14,25,slang,0
104,28,14,109,other,1
105,28,15,120,standard,0
106,28,1,34,other,0
107,28,2,67,slang,0
108,28,3,5,standard,0
108,28,3,70,other,1
109,28,4,25,slang,1
109,28,4,109,other,1
110,28,5,120,standard,0
111,28,6,34,other,1
112,28,6,34,other,0
113,28,7,67,slang,1
114,28,8,5,standard,1
114,28,8,70,other,0
115,28,9,25,slang,0
115,28,9,109,other,0
116,28,10,120,standard,1
117,28,11,34,other,0
118,28,12,67,slang,1
119,28,13,5,standard,0
119,28,13,70,other,0
120,28,14,25,slang,1
120,28,14,109,other,1
122,28,1,34,other,1
123,28,2,67,slang,1
124,28,3,5,standard,0
124,28,3,70,other,0
125,28,4,109,other,1
126,28,5,120,standard,0
127,28,6,34,other,0
128,28,7,67,slang,1
129,28,8,5,standard,0
129,28,8,70,other,0
130,28,9,25,slang,0
130,28,9,109,other,0
131,28,10,120,standard,0
132,28,11,34,other,0
133,28,12,67,slang,1
135,28,14,25,slang,1
135,28,14,109,other,0
136,28,15,120,standard,0
137,28,1,34,other,0
138,28,2,67,slang,1
139,28,3,5,standard,0
139,28,3,70,other,0
140,28,4,25,slang,1
140,28,4,109,other,1
141,28,5,120,standard,1
142,28,6,34,other,1
143,28,7,67,slang,1
145,28,9,109,other,1
146,28,10,120,standard,0
147,28,11,34,other,1
148,28,6,34,other,0
149,28,13,5,standard,0
149,28,13,70,other,1
150,28,13,5,standard,0
150,28,13,70,other,1
151,28,14,25,slang,0
151,28,14,109,other,0
152,28,15,120,standard,0
153,28,1,34,other,1
154,28,2,67,slang,1
155,28,3,5,standard,0
155,28,3,70,other,0
156,28,5,120,standard,1
157,28,5,120,standard,0
158,28,6,34,other,0
159,28,7,67,slang,1
160,28,8,5,standard,0
160,28,8,70,other,0
161,28,9,25,slang,0
161,28,9,109,other,0
162,28,10,120,standard,0
163,28,11,34,other,0
164,28,12,67,slang,1
165,28,13,5,standard,0
165,28,13,70,other,0
166,28,14,25,slang,0
166,28,14,109,other,1
NA,28,9,25,slang,NA
NA,28,9,109,other,NA
1,29,1,55,slang,0
3,29,1,55,slang,0
4,29,4,87,standard,0
5,29,5,28,other,0
6,29,6,55,slang,0
8,29,8,46,slang,1
10,29,10,28,other,0
11,29,11,55,slang,0
12,29,12,14,standard,0
13,29,13,46,slang,0
14,29,14,87,standard,0
15,29,15,28,other,0
16,29,3,46,slang,1
17,29,2,14,standard,0
18,29,1,55,slang,1
19,29,4,87,standard,0
20,29,5,28,other,0
21,29,6,55,slang,1
22,29,7,14,standard,0
23,29,8,46,slang,1
24,29,9,87,standard,0
25,29,10,28,other,0
26,29,11,55,slang,1
27,29,12,14,standard,0
28,29,13,46,slang,0
29,29,14,87,standard,1
30,29,15,28,other,0
31,29,1,55,slang,1
32,29,2,14,standard,0
33,29,3,46,slang,0
34,29,4,87,standard,0
35,29,5,28,other,1
36,29,6,55,slang,1
37,29,7,14,standard,0
38,29,8,46,slang,1
39,29,9,87,standard,1
40,29,10,28,other,0
41,29,11,55,slang,1
42,29,12,14,standard,0
43,29,13,46,slang,1
44,29,14,87,standard,1
45,29,15,28,other,1
46,29,1,55,slang,1
47,29,2,14,standard,1
48,29,3,46,slang,0
49,29,4,87,standard,0
50,29,5,28,other,1
51,29,11,55,slang,0
52,29,7,14,standard,0
53,29,8,46,slang,1
55,29,10,28,other,0
56,29,6,55,slang,0
57,29,12,14,standard,0
58,29,13,46,slang,0
59,29,14,87,standard,0
60,29,15,28,other,0
61,29,1,55,slang,1
62,29,2,14,standard,0
63,29,3,46,slang,0
64,29,4,87,standard,0
65,29,5,28,other,1
66,29,6,55,slang,0
67,29,7,14,standard,0
68,29,8,46,slang,1
69,29,9,87,standard,0
70,29,10,28,other,0
71,29,11,55,slang,0
72,29,12,14,standard,0
73,29,13,46,slang,1
74,29,14,87,standard,0
75,29,15,28,other,0
76,29,1,55,slang,0
77,29,2,14,standard,0
78,29,3,46,slang,0
79,29,4,87,standard,0
80,29,5,28,other,0
81,29,6,55,slang,1
83,29,8,46,slang,1
84,29,9,87,standard,0
85,29,10,28,other,0
86,29,11,55,slang,0
87,29,12,14,standard,0
88,29,13,46,slang,0
89,29,14,87,standard,0
90,29,15,28,other,0
91,29,1,55,slang,1
92,29,2,14,standard,0
93,29,3,46,slang,1
94,29,4,87,standard,0
95,29,5,28,other,0
96,29,6,55,slang,0
97,29,7,14,standard,0
98,29,8,46,slang,0
99,29,9,87,standard,1
100,29,10,28,other,0
102,29,12,14,standard,0
103,29,11,55,slang,1
104,29,14,87,standard,0
105,29,15,28,other,0
106,29,1,55,slang,1
107,29,2,14,standard,0
108,29,3,46,slang,0
109,29,4,87,standard,0
110,29,5,28,other,0
111,29,6,55,slang,1
112,29,6,55,slang,1
113,29,7,14,standard,0
114,29,8,46,slang,1
115,29,9,87,standard,0
116,29,10,28,other,0
117,29,11,55,slang,0
118,29,12,14,standard,1
119,29,13,46,slang,1
120,29,14,87,standard,1
121,29,15,28,other,0
122,29,1,55,slang,1
123,29,2,14,standard,1
124,29,3,46,slang,0
125,29,4,87,standard,0
127,29,6,55,slang,1
128,29,7,14,standard,0
129,29,8,46,slang,0
130,29,9,87,standard,0
131,29,10,28,other,1
132,29,11,55,slang,0
133,29,12,14,standard,1
135,29,14,87,standard,1
137,29,1,55,slang,1
138,29,2,14,standard,0
139,29,3,46,slang,0
140,29,4,87,standard,0
141,29,5,28,other,0
142,29,6,55,slang,1
143,29,7,14,standard,0
145,29,9,87,standard,0
146,29,10,28,other,1
147,29,11,55,slang,1
148,29,6,55,slang,1
149,29,13,46,slang,1
150,29,13,46,slang,1
151,29,14,87,standard,0
152,29,15,28,other,0
153,29,1,55,slang,0
154,29,2,14,standard,0
155,29,3,46,slang,0
156,29,5,28,other,0
157,29,5,28,other,0
158,29,6,55,slang,0
159,29,7,14,standard,0
160,29,8,46,slang,0
161,29,9,87,standard,0
162,29,10,28,other,1
163,29,11,55,slang,0
164,29,12,14,standard,0
165,29,13,46,slang,1
166,29,14,87,standard,1
NA,29,9,87,standard,NA
1,30,1,91,standard,0
3,30,1,91,standard,0
4,30,4,73,other,0
5,30,5,42,slang,0
6,30,6,91,standard,1
8,30,8,25,standard,1
10,30,10,42,slang,0
11,30,11,91,standard,0
12,30,12,78,slang,0
13,30,13,25,standard,0
14,30,14,73,other,1
15,30,15,42,slang,1
16,30,3,25,standard,0
17,30,2,78,slang,1
18,30,1,91,standard,0
19,30,4,73,other,1
20,30,5,42,slang,1
21,30,6,91,standard,1
22,30,7,78,slang,1
23,30,8,25,standard,1
24,30,9,73,other,1
25,30,10,42,slang,0
26,30,11,91,standard,0
27,30,12,78,slang,1
28,30,13,25,standard,1
29,30,14,73,other,1
30,30,15,42,slang,1
31,30,1,91,standard,1
32,30,2,78,slang,1
33,30,3,25,standard,0
34,30,4,73,other,0
35,30,5,42,slang,1
36,30,6,91,standard,0
37,30,7,78,slang,1
38,30,8,25,standard,1
39,30,9,73,other,1
40,30,10,42,slang,1
41,30,11,91,standard,1
42,30,12,78,slang,0
43,30,13,25,standard,1
44,30,14,73,other,1
45,30,15,42,slang,1
46,30,1,91,standard,1
47,30,2,78,slang,1
48,30,3,25,standard,0
49,30,4,73,other,0
50,30,5,42,slang,0
51,30,11,91,standard,0
52,30,7,78,slang,0
53,30,8,25,standard,1
55,30,10,42,slang,1
56,30,6,91,standard,0
57,30,12,78,slang,0
58,30,13,25,standard,0
59,30,14,73,other,1
60,30,15,42,slang,1
61,30,1,91,standard,0
62,30,2,78,slang,1
63,30,3,25,standard,0
64,30,4,73,other,0
65,30,5,42,slang,1
66,30,6,91,standard,0
67,30,7,78,slang,0
68,30,8,25,standard,1
69,30,9,73,other,0
70,30,10,42,slang,1
71,30,11,91,standard,0
72,30,12,78,slang,1
73,30,13,25,standard,1
74,30,14,73,other,1
75,30,15,42,slang,0
76,30,1,91,standard,0
77,30,2,78,slang,0
78,30,3,25,standard,1
79,30,4,73,other,0
80,30,5,42,slang,1
81,30,6,91,standard,0
82,30,7,78,slang,0
83,30,8,25,standard,0
84,30,9,73,other,0
85,30,10,42,slang,1
86,30,11,91,standard,0
87,30,12,78,slang,0
88,30,13,25,standard,0
89,30,14,73,other,0
90,30,15,42,slang,0
91,30,1,91,standard,0
92,30,2,78,slang,1
93,30,3,25,standard,1
94,30,4,73,other,1
95,30,5,42,slang,1
96,30,6,91,standard,1
97,30,7,78,slang,1
98,30,8,25,standard,0
99,30,9,73,other,1
100,30,10,42,slang,1
102,30,12,78,slang,0
103,30,11,91,standard,0
104,30,14,73,other,1
105,30,15,42,slang,0
106,30,1,91,standard,0
107,30,2,78,slang,1
108,30,3,25,standard,1
109,30,4,73,other,1
110,30,5,42,slang,0
111,30,6,91,standard,1
112,30,6,91,standard,1
113,30,7,78,slang,1
114,30,8,25,standard,1
115,30,9,73,other,0
116,30,10,42,slang,0
117,30,11,91,standard,0
118,30,12,78,slang,1
119,30,13,25,standard,0
120,30,14,73,other,1
121,30,15,42,slang,1
122,30,1,91,standard,0
123,30,2,78,slang,1
124,30,3,25,standard,1
125,30,4,73,other,0
126,30,5,42,slang,1
127,30,6,91,standard,0
128,30,7,78,slang,1
129,30,8,25,standard,0
130,30,9,73,other,0
131,30,10,42,slang,1
132,30,11,91,standard,0
133,30,12,78,slang,0
135,30,14,73,other,1
136,30,15,42,slang,0
137,30,1,91,standard,0
138,30,2,78,slang,1
139,30,3,25,standard,0
140,30,4,73,other,0
141,30,5,42,slang,1
142,30,6,91,standard,0
143,30,7,78,slang,1
145,30,9,73,other,0
146,30,10,42,slang,1
147,30,11,91,standard,0
148,30,6,91,standard,0
149,30,13,25,standard,0
150,30,13,25,standard,1
151,30,14,73,other,0
152,30,15,42,slang,0
153,30,1,91,standard,0
154,30,2,78,slang,1
155,30,3,25,standard,1
156,30,5,42,slang,1
157,30,5,42,slang,0
158,30,6,91,standard,0
159,30,7,78,slang,1
160,30,8,25,standard,0
161,30,9,73,other,1
162,30,10,42,slang,0
163,30,11,91,standard,0
164,30,12,78,slang,1
165,30,13,25,standard,1
166,30,14,73,other,1
NA,30,9,73,other,NA
